ZMH,108 Mile Ranch Airport;108 Mile Ranch#Canada!North America
OVD,Asturias Airport;Asturias#Spain and Canary Islands!Europe
JTY,Astypalaia Airport;Astypalaia Island#Greece!Europe
ASU,Silvio Pettirossi International Airport;Asuncion#Paraguay!South America
ASW,Aswan Airport;Aswan#Egypt!Middle East
ABU,Haliwen Airport;Atambua#Indonesia!Asia
AXK,Ataq Airport;Ataq#Republic of Yemen!Middle East
ATR,Mouakchott Airport;Atar#Mauritania!Africa
AUT,Atauro Airport;Atauro#Indonesia!Asia
ATB,Atbara Airport;Atbara#Sudan!Africa
ATX,Atbasar Airport;Atbasar#Kazakhstan!Asia
MMI,McMinn County Airport;Athens#United States!North America
ATO,Ohio University Airport;Athens#United States!North America
AHN,Athens Airport;Athens#United States!North America
ATH,Eleftherios Venizelos International Airport;Athens#Greece!Europe
ATV,Ati Airport;Ati#Chad!Africa
YIB,Atikokan Airport;Atikokan#Canada!North America
AIU,Atiu Island Airport;Atiu Island#Cook Islands!Oceania
AKB,Atka Airport;Atka#United States!North America
ABP,Atkamba Airport;Atkamba#Papua New Guinea!Asia
JAO,Beaver Ruin Heliport;Atlanta#United States!North America
JAJ,Perimeter Mall Heliport;Atlanta#United States!North America
JAE,Technology Park Heliport;Atlanta#United States!North America
JGL,Galleria Heliport;Atlanta#United States!North America
PDK,DeKalb Peachtree Airport;Atlanta#United States!North America
FTY,Fulton County Airport;Atlanta#United States!North America
ATL,Hartsfield-Jackson Atlanta International Airport;Atlanta#United States!North America
AIO,Atlantic Municipal Airport;Atlantic#United States!North America
JSL,Steel Pier Heliport;Atlantic City#United States!North America
AIY,Bader Field;Atlantic City#United States!North America
ACY,Atlantic City International Airport;Atlantic City#United States!North America
ATT,Atmautluak Airport;Atmautluak#United States!North America
ATD,Atoifi Airport;Atoifi#Solomon Islands!Oceania
ATK,Atqasuk Airport;Atqasuk#United States!North America
NJA,Naval Air Station;Atsugi#Japan!Asia
YAT,Attawapiskat Airport;Attawapiskat#Canada!North America
ATG,Attock Airport;Attock#Pakistan!Asia
AOU,Attopeu Airport;Attopeu#Lao People's Democratic Republic!Asia
QGQ,Attu Heliport;Attu#Greenland!North America
ATU,Casco Cove Airport;Attu Island#United States!North America
AUQ,Atuona Airport;Atuona#French Polynesia!Oceania
GUW,Atyrau Airport;Atyrau#Kazakhstan!Asia
AUI,Aua Island Airport;Aua Island#Papua New Guinea!Asia
JAH,Agora Helipad;Aubagne#France!Europe
OBS,Vals-Lanas Airport;Aubenas#France!Europe
AUO,Auburn University Regional Airport;Auburn#United States!North America
AUN,Auburn Airport;Auburn#United States!North America
LEW,Auburn Airport;Auburn#United States!North America
AKL,Auckland Airport;Auckland#New Zealand!Oceania
MHB,Mechanics Bay Heliport;Auckland#New Zealand!Oceania
AGB,Augsburg Airport;Augsburg#Germany!Europe
AUG,Augusta Airport;Augusta#United States!North America
AGS,Augusta Regional Airport;Augusta#United States!North America
DNL,Daniel Field;Augusta#United States!North America
AUD,Augustus Downs Airport;Augustus Downs#Australia!Oceania
AKS,Gwaunaru'u Airport;Auki#Solomon Islands!Oceania
AUV,Aumo Airport;Aumo#Papua New Guinea!Asia
YPJ,Aupaluk Airport;Aupaluk#Canada!North America
AUL,Aur Island Airport;Aur Island#Marshall Islands!Oceania
IXU,Chikkalthana Airport;Aurangabad#India!Asia
AUR,Aurillac Airport;Aurillac#France!Europe
AUZ,Aurora Municipal Airport;Aurora#United States!North America
AUU,Aurukun Mission Airport;Aurukun Mission#Australia!Oceania
MMR,Camp Maybry Army Heliport;Austin#United States!North America
AUM,Austin Airport;Austin#United States!North America
ASQ,Austin Airport;Austin#United States!North America
AUS,Austin-Bergstrom International Airport;Austin#United States!North America
AWP,Austral Downs Airport;Austral Downs#Australia!Oceania
AVG,Auvergne Airport;Auvergne#Australia!Oceania
AUF,Aeroport Auxerre Branches;Auxerre#France!Europe
AVV,Avalon Airport;Avalon#Australia!Oceania
QVP,Avare-Arandu;Avare#Brazil!South America
AVB,Aviano Air Base;Aviano#Italy!Europe
AVN,Avignon-Caum Airport;Avignon#France!Europe
AVO,Avon Park Municipal Airport;Avon Park#United States!North America
AVF,Avoriaz Airport;Avoriaz#France!Europe
AVU,Avu Avu Airport;Avu Avu#Solomon Islands!Oceania
AWB,Awaba Airport;Awaba#Papua New Guinea!Asia
AWT,Awantipur;Awantipur#India!Asia
AWR,Awar Airport;Awar#Papua New Guinea!Asia
AAJ,Cayana Airstrip;Awaradam#Suriname!South America
AWH,Awareh Airport;Awareh#Ethiopia!Africa
AWA,Awasa Airport;Awasa#Ethiopia!Africa
AXU,Axum Airport;Axum#Ethiopia!Africa
AYP,Yanamilla Airport;Ayacucho#Peru!South America
AYC,Ayacucho Airport;Ayacucho#Colombia!South America
AYA,Ayapel Airport;Ayapel#Colombia!South America
AYW,Ayawasi Airport;Ayawasi#Indonesia!Asia
AYQ,Connellan Airport;Ayers Rock#Australia!Oceania
AYO,Ayolas Airport;Ayolas#Paraguay!South America
AYR,Ayr Airport;Ayr#Australia!Oceania
BXB,Babo Airport;Babo#Indonesia!Asia
BCJ,Baca Grande Airport;Baca Grande#United States!North America
BCM,Bacau Airport;Bacau#Romania!Europe
BCD,Bacolod-Silay International Airport;Bacolod#Philippines!Asia
BJZ,Talaveral La Real Airport;Badajoz#Spain and Canary Islands!Europe
BXD,Bade Airport;Bade#Indonesia!Asia
BDN,Talhar Airport;Badin#Pakistan!Asia
BDD,Badu Island Airport;Badu Island#Australia!Oceania
BFX,Bafoussam Airport;Bafoussam#Cameroon!Africa
BNQ,Baganga Airport;Baganga#Philippines!Asia
BQI,Bagani Airport;Bagani#Namibia!Africa
BGT,Bagdad Airport;Bagdad#United States!North America
IXB,Bagdogra Airport;Bagdogra#India!Asia
BGX,Bage Airport;Bage#Brazil!South America
BGW,Baghdad International Airport;Baghdad#Iraq!Middle East
BGL,Baglung Airport;Baglung#Nepal!Asia
OAI,Logistics Support Area Anaconda;Bagram#Afghanistan!Asia
BAG,Loakan Airport;Baguio#Philippines!Asia
BHL,Bahai Angeles Airport;Bahai Angeles#Mexico!North America
BJR,Bahar Dar Airport;Bahar Dar#Ethiopia!Africa
WGB,Bahawalnagar Airport;Bahawalnagar#Pakistan!Asia
BHV,Bahawalpur Airport;Bahawalpur#Pakistan!Asia
BHI,Comandante Airport;Bahia Blanca#Argentina!South America
BHF,Bahia Cupica Airport;Bahia Cupica#Colombia!South America
BHA,Bahia De Caraquez Airport;Bahia De Caraquez#Ecuador!South America
BFA,Bahia Negra Airport;Bahia Negra#Paraguay!South America
BFQ,Bahia Pinas Airport;Bahia Pinas#Panama!Central America
BSC,Bahia Solano Airport;Bahia Solano#Colombia!South America
BAH,Bahrain International Airport;Bahrain#Bahrain!Middle East
IAQ,Bahregan Airport;Bahregan#Iran!Asia
BAY,Baia Mare Airport;Baia Mare#Romania!Europe
BAP,Baibara Airport;Baibara#Papua New Guinea!Asia
BIB,Baidoa Airport;Baidoa#Somalia!Africa
YBC,Baie-Comeau Airport;Baie Comeau#Canada!North America
YBJ,Baie Johan Beetz Airport;Baie Johan Beetz#Canada!North America
VMU,Baimuru Airport;Baimuru#Papua New Guinea!Asia
BGE,Decatur County Airport;Bainbridge#United States!North America
BDZ,Baindoung Airport;Baindoung#Papua New Guinea!Asia
BSJ,Bairnsdale Airport;Bairnsdale#Australia!Oceania
AEB,Baise Bama Airport;Baise#China!Asia
NBS,Changbaishan Airport;Baishan#China!Asia
BIT,Baitadi Airport;Baitadi#Nepal!Asia
BJW,Bajawa Airport;Bajawa#Indonesia!Asia
BJH,Bajhang Airport;Bajhang#Nepal!Asia
BJN,Bajone Airport;Bajone#Mozambique!Africa
BJU,Bajura Airport;Bajura#Nepal!Asia
BKM,Bakalalan Airport;Bakalalan#Malaysia!Asia
BXE,Bakel Airport;Bakel#Senegal!Africa
BKE,Baker Airport;Baker#United States!North America
BAR,Baker Army Air Field;Baker Island#United States!North America
YBK,Baker Lake Airport;Baker Lake#Canada!North America
BFL,Meadows Field Airport;Bakersfield#United States!North America
BJD,Bakkafjordur Airport;Bakkafjordur#Iceland!Europe
BMF,Bakouma Airport;Bakouma#Central African Republic!Africa
GYD,Heydar Aliyev International Airport;Baku#Azerbaijan!Asia
BAK,Metropolitan Area;Baku#Azerbaijan!Asia
ZXT,Zabrat Airport;Baku#Azerbaijan!Asia
XQC,Balad Airbase;Balad#Iraq!Middle East
BWO,Balakovo Airport;Balakovo#Russian Federation!Europe
BAS,Balalae Airport;Balalae#Solomon Islands!Oceania
BLB,Panama Pacifico Airport;Balboa#Panama!Central America
LCN,Balcanoona Airport;Balcanoona#Australia!Oceania
BQA,Dr. Juan C. Angara Airport;Baler#Philippines!Asia
BQW,Balgo Hills Airport;Balgo Hills#Australia!Oceania
BXH,Balhash Airport;Balhash#Kazakhstan!Asia
BAJ,Bali Airport;Bali#Papua New Guinea!Asia
BLC,Bali Airport;Bali#Cameroon!Africa
BZI,Balikesir Airport;Balikesir#Turkey!Europe
OPU,Balimo Airport;Balimo#Papua New Guinea!Asia
BKN,Balkanabat Airport;Balkanabat#Turkmenistan!Asia
BBL,Ballera Airport;Ballera#Australia!Oceania
BNK,Ballina Byron Airport;Ballina#Australia!Oceania
BOL,Bally Kelly Airport;Bally Kelly#United Kingdom!Europe
BBA,Teniente Vidal Airport;Balmaceda#Chile!South America
BZD,Balranald Airport;Balranald#Australia!Oceania
BSS,Balsas Airport;Balsas#Brazil!South America
UNT,Unst Airport;Baltasound#United Kingdom!Europe
BWI,Baltimore/Wash International Thurgood Marshall Airport;Baltimore#United States!North America
MTN,Martin State Airport;Baltimore#United States!North America
GBO,Baltimore Greenbelt T Station;Baltimore#United States!North America
BMR,Baltrum Airport;Baltrum#Germany!Europe
RGH,Balurghat Airport;Balurghat#India!Asia
BXR,Bam Airport;Bam#Iran!Asia
ABM,Northern Peninsula Airport;Bamaga#Australia!Oceania
BKO,Bamako-Senou International Airport;Bamako#Mali!Africa
BBY,Bambari Airport;Bambari#Central African Republic!Africa
BCP,Bambu Airport;Bambu#Papua New Guinea!Asia
BMQ,Bamburi Airport;Bamburi#Kenya!Africa
BPC,Bamenda Airport;Bamenda#Cameroon!Africa
BMN,Bamerny Airport;Bamerny#Iraq!Middle East
YBF,Bamfield Airport;Bamfield#Canada!North America
BIN,Bamiyan Airport;Bamiyan#Afghanistan!Asia
BMZ,Bamu Airport;Bamu#Papua New Guinea!Asia
OUI,Ban Houel Airport;Ban Houel#Lao People's Democratic Republic!Asia
BAO,Udorn Airport;Ban Mak Khaen#Thailand!Asia
NAF,Banaina Airport;Banaina#Indonesia!Asia
BTJ,Sultan Iskandar Muda International Airport;Banda Aceh#Indonesia!Asia
NDA,Bandanaira Airport;Bandanaira#Indonesia!Asia
BND,Bandar Abbas International Airport;Bandar Abbas#Iran!Asia
TKG,Radin Inten II Airport;Bandar Lampung#Indonesia!Asia
BDH,Bandar Lengeh Airport;Bandar Lengeh#Iran!Asia
MRX,Mahshahr Airport;Bandar Mahshahr#Iran!Asia
BWN,Brunei International Airport;Bandar Seri Begawan#Brunei Darussalam!Asia
BDM,Bandirma Airport;Bandirma#Turkey!Europe
BDY,State Airport;Bandon#United States!North America
FDU,Bandundu Airport;Bandundu#The Democratic Republic of The Congo!Africa
BDO,Husein Sastranegara Airport;Bandung#Indonesia!Asia
YBA,Banff Airport;Banff#Canada!North America
BNR,Banfora Airport;Banfora#Burkina Faso!Africa
BLR,Bengaluru International Airport;Bangalore#India!Asia
BGU,Bangassou Airport;Bangassou#Central African Republic!Africa
BPX,Bangda Airport;Bangda#China!Asia
DMK,Don Muang International Airport;Bangkok#Thailand!Asia
BKK,Suvarnabhumi Airport;Bangkok#Thailand!Asia
BGR,Bangor International Airport;Bangor#United States!North America
BGF,Bangui Airport;Bangui#Central African Republic!Africa
BYX,Baniyala Airport;Baniyala#Australia!Oceania
BNX,Banja Luka Airport;Banja Luka#Bosnia and Herzegovina!Europe
BDJ,Syamsudin Noor International Airport;Banjarmasin#Indonesia!Asia
BJL,Yundum International Airport;Banjul#Gambia!Africa
BWU,Bankstown Airport;Bankstown#Australia!Oceania
BMV,Phung-Duc Airport;Banmethuot#Viet Nam!Asia
BNG,Banning Airport;Banning#United States!North America
BNP,Bannu Airport;Bannu#Pakistan!Asia
BYT,Bantry Airport;Bantry#Ireland!Europe
BWX,Blimbingsari Airport;Banyuwangi#Indonesia!Asia
BNZ,Banz Airport;Banz#Papua New Guinea!Asia
BSD,Baoshan Airport;Baoshan#China!Asia
BAV,Baotou Airport;Baotou#China!Asia
BPD,Bapi Airport;Bapi#Papua New Guinea!Asia
BHB,Bar Harbor Airport;Bar Harbor#United States!North America
BCA,Baracoa Airport;Baracoa#Cuba!Caribbean
BRX,Barahona Airport;Barahona#Dominican Republic!Caribbean
VEV,Barakoma Airport;Barakoma#Solomon Islands!Oceania
BMJ,Baramita Airport;Baramita#Guyana!South America
TBH,Tugdan Airport;Barangay Tugdan#Philippines!Asia
BNF,Warm Spring Bay Sea Plane Base;Baranof#United States!North America
ULV,Ulyanovsk Baratayeveka Airport;Baratayeveka#Russian Federation!Europe
QAK,Barbacena;Barbacena#Brazil!South America
BAZ,Barbelos Airport;Barbelos#Brazil!South America
BBQ,Barbuda Airport;Barbuda#Antigua and Barbuda!Caribbean
BCI,Barcaldine Airport;Barcaldine#Australia!Oceania
BCN,Barcelona-El Prat Airport;Barcelona#Spain and Canary Islands!Europe
BLA,General Jose Antonio Anzoategui International Airport;Barcelona#Venezuela!South America
BAE,Barcelonnette Airport;Barcelonnette#France!Europe
BSY,Bardera Airport;Bardera#Somalia!Africa
BRY,Samuels Field;Bardstown#United States!North America
BDU,Bardufoss Airport;Bardufoss#Norway!Europe
BEK,Bareli Airport;Bareli#India!Asia
BRI,Palese Airport;Bari#Italy!Europe
BYP,Barimunya Airport;Barimunya#Australia!Oceania
BNS,Barinas Airport;Barinas#Venezuela!South America
BBN,Bario Airport;Bario#Malaysia!Asia
BZL,Barisal Airport;Barisal#Bangladesh!Asia
BKP,Barkly Downs Airport;Barkly Downs#Australia!Oceania
BAX,Barnaul Airport;Barnaul#Russian Federation!Europe
BNL,Barnwell County Airport;Barnwell#United States!North America
RRI,Barora Airport;Barora#Solomon Islands!Oceania
BRM,Barquisimeto Airport;Barquisimeto#Venezuela!South America
BQQ,Barra Airport;Barra#Brazil!South America
BRR,North Bay Airport;Barra#United Kingdom!Europe
BCL,Barra Colorado Airport;Barra Colorado#Costa Rica!Central America
BDC,Barra Do Corda Airport;Barra Do Corda#Brazil!South America
BPG,Barra Do Garcas Airport;Barra Do Garcas#Brazil!South America
BAC,Barranca De Upia Airport;Barranca De Upia#Colombia!South America
EJA,Variguies Airport;Barrancabermeja#Colombia!South America
NBB,Barrancominas Airport;Barrancominas#Colombia!South America
BAQ,E Cortissoz Airport;Barranquilla#Colombia!South America
BRA,Barreiras Airport;Barreiras#Brazil!South America
BRB,Barreirinhas Airport;Barreirinhas#Brazil!South America
BAT,Barretos Airport;Barretos#Brazil!South America
PBA,Point Barrow Airport;Barrow#United States!North America
BRW,Wiley Post-Will Rogers Memorial Airport;Barrow#United States!North America
BWB,Barrow Island Airport;Barrow Island#Australia!Oceania
BWF,Walney Island Airport;Barrow-In-Furness#United Kingdom!Europe
BTI,Barter Island Airport;Barter Island#United States!North America
BBH,Barth Airport;Barth#Germany!Europe
GFO,Bartica Airport;Bartica#Guyana!South America
BVO,Bartlesville Municipal Airport;Bartlesville#United States!North America
BSZ,Bartletts Airport;Bartletts#United States!North America
BOW,Bartow Airport;Bartow#United States!North America
UUN,Baruun-Urt Airport;Baruun-Urt#Mongolia!Asia
BSU,Basankusu Airport;Basankusu#The Democratic Republic of The Congo!Africa
BSO,Basco Airport;Basco#Philippines!Asia
BSL,EuroAirport Swiss;Basel, Switzerland/Mulhouse#France!Europe
BAN,Basongo Airport;Basongo#The Democratic Republic of The Congo!Africa
BSR,Basra International Airport;Basra#Iraq!Middle East
BBR,Baillif Airport;Basse Terre#Guadeloupe!Caribbean
BIA,Bastia Poretta Airport;Bastia#France!Europe
BSG,Bata Airport;Bata#Equatorial Guinea!Africa
BQJ,Batagay Airport;Batagay#Russian Federation!Europe
SUK,Sakkyryr Airport;Batagay-Alyta#Russian Federation!Europe
BTH,Hang Nadim International Airport;Batam#Indonesia!Asia
BTG,Batangafo Airport;Batangafo#Central African Republic!Africa
BVW,Batavia Downs Airport;Batavia Downs#Australia!Oceania
BVX,Batesville Municipal Airport;Batesville#United States!North America
HLB,Hillenbrand Airport;Batesville#United States!North America
BHS,Raglan Airport;Bathurst#Australia!Oceania
ZBF,Bathurst Airport;Bathurst#Canada!North America
BRT,Bathurst Island Airport;Bathurst Island#Australia!Oceania
BAL,Batman Airport;Batman#Turkey!Europe
BLJ,Batna Airport;Batna#Algeria!Africa
BXM,Batom Airport;Batom#Indonesia!Asia
EBR,Baton Rouge Downtown Airport;Baton Rouge#United States!North America
BTR,Baton Rouge Metropolitan Airport;Baton Rouge#United States!North America
OUR,Batouri Airport;Batouri#Cameroon!Africa
BJF,Batsfjord Airport;Batsfjord#Norway!Europe
BBM,Battambang Airport;Battambang#Cambodia!Asia
BTC,Batticaloa Airport;Batticaloa#Sri Lanka!Asia
BTL,WK Kellogg Regional Airport;Battle Creek#United States!North America
BAM,Lander County Airport;Battle Mountain#United States!North America
BTW,Batulicin Airport;Batulicin#Indonesia!Asia
BUS,Batumi Airport;Batumi#Georgia!Europe
BPF,Batuna Airport;Batuna#Solomon Islands!Oceania
BUW,Baubau Airport;Baubau#Indonesia!Asia
BCH,Baucau Airport;Baucau#Indonesia!Asia
BCU,Bauchi Airport;Bauchi#Nigeria!Africa
BDE,Baudette Airport;Baudette#United States!North America
JTC,Bauru-Arealva Airport;Baura-Arealva#Brazil!South America
BVL,Baures Airport;Baures#Bolivia!South America
BAU,Bauru Airport;Bauru#Brazil!South America
BWJ,Bawan Airport;Bawan#Papua New Guinea!Asia
BBC,Bay City Airport;Bay City#United States!North America
BYM,C.M. de Cespedes Airport;Bayamo#Cuba!Caribbean
BYN,Bayankhongor Airport;Bayankhongor#Mongolia!Asia
RLK,Bayannur Tianjitai Airport;Bayannur#China!Asia
BYU,Bindlacher-Berg Airport;Bayreuth#Germany!Europe
HPY,Baytown Airport;Baytown#United States!North America
BZB,Bazaruto Island Airport;Bazaruto Island#Mozambique!Africa
BEE,Beagle Bay Airport;Beagle Bay#Australia!Oceania
WBE,Bealanana Airport;Bealanana#Madagascar!Africa
BCC,Bear Creek Airport;Bear Creek#United States!North America
XBE,Bearskin Lake Airport;Bearskin Lake#Canada!North America
BIE,Beatrice Municipal Airport;Beatrice#United States!North America
YZC,Beatton River Airport;Beatton River#Canada!North America
BTY,Beatty Airport;Beatty#United States!North America
BFT,Beaufort County Airport;Beaufort#United States!North America
BMT,Beaumont Municipal Airport;Beaumont#United States!North America
BPT,Jefferson County Airport;Beaumont#United States!North America
WBQ,Beaver Airport;Beaver#United States!North America
YXQ,Beaver Creek Airport;Beaver Creek#Canada!North America
BFP,Beaver Falls Airport;Beaver Falls#United States!North America
BVD,Beaver Inlet Sea Port;Beaver Inlet#United States!North America
CBH,Leger Airport;Bechar#Algeria!Africa
BKW,Beckley Airport;Beckley#United States!North America
BFR,Virgil I Grissom Municipal Airport;Bedford#United States!North America
BDW,Bedford Downs Airport;Bedford Downs#Australia!Oceania
BED,Hanscom Field;Bedford/Hanscom#United States!North America
BEU,Bedourie Airport;Bedourie#Australia!Oceania
YBW,Bedwell Harbour Water Aerodrome;Bedwell Harbour#Canada!North America
EIS,Terrance B. Lettsome International Airport;Beef Island#British Virgin Islands!Caribbean
BEV,Beer Sheba Airport;Beer Sheba#Israel!Middle East
NIR,Chase Field Naval Air Station;Beeville#United States!North America
WBD,Befandriana Airport;Befandriana#Madagascar!Africa
BEI,Beica Airport;Beica#Ethiopia!Africa
LAQ,La Braq Airport;Beida#Libya!Africa
BYD,Beidah Airport;Beidah#Republic of Yemen!Middle East
BHY,Beihai Fucheng Airport;Beihai#China!Asia
BHN,Beihan Airport;Beihan#Republic of Yemen!Middle East
PEK,Beijing Capital International Airport;Beijing#China!Asia
NAY,Beijing Nanyuan Airport;Beijing#China!Asia
BEW,Beira Airport;Beira#Mozambique!Africa
BEY,Beirut-Rafic Hariri International Airport;Beirut#Lebanon!Middle East
BJA,Bejaia Airport;Bejaia#Algeria!Africa
OVA,Bekily Airport;Bekily#Madagascar!Africa
BLG,Belaga Airport;Belaga#Malaysia!Asia
BGN,Belaya Gora Airport;Belaya Gora#Russian Federation!Europe
BXF,Belburn Airport;Belburn#Australia!Oceania
BEL,Val De Cans International Airport;Belem#Brazil!South America
BMY,Belep Island Airport;Belep Island#New Caledonia!Oceania
BFS,Belfast International Airport;Belfast#United Kingdom!Europe
BHD,Belfast City Airport;Belfast#United Kingdom!Europe
BOR,Fontaine Airport;Belfort#France!Europe
IXG,Sambre Airport;Belgaum#India!Asia
EGO,Belgorod Airport;Belgorod#Russian Federation!Europe
BEG,Belgrad Nikola Tesla Airport;Belgrade#Republic of Serbia!Europe
BJY,Batajnica Airbase;Belgrade#Republic of Serbia!Europe
